abdest
инвалид
Петроград
без
Атлантида
трава
trava
крст
Софија
Sofija
opna
веранда
balkon
Тибет
Молдавија
Moldavija
Мексико
енглески
engleski
зима
пиџама
pidžama
dost
хлеб
Palestina
Лондон
Аљаска
Aljaska
Грузија
Gruzija
Kazahstan
Kirgistan
Киргистан
vika
култура
kultura
хрватски
летонски
letonski
македонски
makedonski
дански
danski
афрички
afrički
немачки
nemački
њемачки
njemački
грчки
grčki
француски
francuski
мађарски
mađarski
beduin
ramazan
Бајрам
Bajram
ислам
текбир
tekbir
Хаг
Холандија
Holandija
Амстердам
tutor
хладан
hladan
хладноћа
hladnoća
глагол
glagol
hleb
хљеб
hljeb
bez
истраживање
istraživanje
кестен
kesten
тај
јесен
jesen
исток
istok
југ
север
sjever
japanski
otorinolaringolog
Русија
Rusija
оториноларинголог
јапански
хром
Сплит
запад
Берн
Ljubljana
košarka
fudbal
šta
što
kako
koliko
kafa
plod
кошарка
фудбал
шта
што
зашто
zašto
како
колико
кафа
кава
пиво
findžan
финџан
филџан
fildžan
центиметар
centimetar
kontinent
нос
него
гром
Jovan
Јован
Иван
глагољица
glagoljica
буквица
bukvica
нас
Volga
Bogdan
cunami
земљотрес
zemljotres
цифра
cifra
Egipat
Египат
говно
fon
Madagaskar
Делхи
sprat
bosanski
bošnjački
grana
bandit
Бурунди
Енглеска
Engleska
Боцвана
Bocvana
рођендан
rođendan
мишић
mišić
Каиро
скоро
kolo
strah
madras
baklava
страх
кромпир
krompir
Мадрас
Монголија
Mongolija
царство
carstvo
ватра
vatra
огањ
oganj
кожа
орах
orah
бадем
badem
Јапан
Истанбул
Цариград
Carigrad
Лењинград
Lenjingrad
Пекинг
Кувајт
Kuvajt
Квибек
Kvibek
lele
ваза
Србијанка
Srbijanka
Српкиња
Srpkinja
Srbin
vaza
икона
ikona
мечка
злато
zlato
Париз
Pariz
етимологија
etimologija
Норвешка
Norveška
Нигерија
Nigerija
Нови_Зеланд
Novi_Zeland
Александар
Aleksandar
Пољска
Poljska
Мароко
Maroko
Сахара
магаре
камила
Волга
flaša
флаша
naočare
наочаре
pantalone
панталоне
globus
vo
perla
ulice
Сибир
Sibir
Судан
мамут
mamut
зид
zid
књига
knjiga
Савез_Совјетских_Социјалистичких_Република
Savez_Sovjetskih_Socijalističkih_Republika
патак
patak
патка
patka
Тајван
Tajvan
Буда
Buda
пакао
pakao
Катар
Katar
Лаос
Тајланд
Tajland
kamila
шатор
šator
fantom
riboflavin
gangster
Алабама
Флорида
живот
čaša
чаша
огледало
ogledalo
захвалити
zahvaliti
im
opet
važan
nikad
večera
doručak
ručak
taksi
улица
кожни
kožni
ручак
доручак
вечера
храна
nikada
никад
опет
поново
ponovo
важан
драматургија
dramaturgija
Манила
пшеница
pšenica
orkan
talisman
аеродром
aerodrom
бресква
breskva
marama
марама
марамица
maramica
маказе
makaze
ceo
mačor
stil
округ
телевизор
televizor
телевизија
televizija
parola
па
homogen
kamen
камен
острво
ostrvo
otrov
отров
библиотека
biblioteka
saldo
bala
sirena
okrug
parada
liga
etapa
figura
област
oblast
linoleum
vitrina
pipa
tenis
ponedjeljak
корњача
kornjača
šejtan
Сатана
Satana
gaz
дуд
парадајз
paradajz
јок
bomba
palma
vena
duh
дух
duša
душа
бакар
водоник
vodonik
helij
litij
berilijum
berilij
tortura
cisterna
пекар
pekar
вук
vuk
gledati
гледати
зидар
zidar
lagan
Етиопија
Etiopija
dalek
који
мајмун
majmun
манастир
manastir
Монако
ум
procent
ozon
kao
boginja
богиња
пламен
plamen
брод
лађа
lađa
brod
искра
iskra
обе
оба
куче
emigrant
samur
mora
hidžra
хиџра
хиџрет
hidžret
ведар
vedar
бистар
bistar
сребро
srebro
плаветнило
plavetnilo
фасцикл
fascikl
директоријум
direktorijum
палеонтолог
paleontolog
хералдика
heraldika
hud
advokat
doktor
dama
spor
nomad
mečka
rigor
basna
џин
džin
kazan
лисице
lisice
здраво
папа
скакач
коњ
konj
skakač
тама
tama
тема
noć
дан
дар
večer
вече
veče
ameba
građanin
грађанин
грађанка
građanka
državljanin
држављанин
državljanka
држављанка
свијет
svijet
доктор
zejtin
зејтин
сокак
sokak
уличица
uličica
олук
oluk
ономатопеја
onomatopeja
idealist
пас
нација
nacija
домовина
domovina
држава
država
cvet
cvijet
бехар
behar
цват
cvat
fluor
sabah
pulsar
pazar
пазар
пијаца
pijaca
Бостон
витрина
излог
izlog
прозор
prozor
aorist
шљива
šljiva
шљивовица
šljivovica
ракија
esperanto
Божић
Božić
напитак
napitak
piće
пиће
пити
piti
маслина
maslina
самур
cep
лавабо
хероин
трбух
trbuh
муслимански
muslimanski
pleroma
пизда
хармоникаш
harmonikaš
хармоника
harmonika
паприка
бибер
biber
босиљак
bosiljak
kraljica
краљица
мачка
Данска
Danska
bicikl
бицикл
точак
točak
Непал
мотика
motika
артист
архитектура
sediment
pup
paun
пустиња
pustinja
ајкула
ajkula
лист
листати
listati
прелиставати
prelistavati
литургија
liturgija
диња
dinja
демократија
demokratija
аристократија
aristokratija
тоталитаризам
totalitarizam
Boris
перзијски
perzijski
гуштер
gušter
Kosovo
травка
свет
madrigalist
страна
железо
буква
леденица
ledenica
Шведска
Švedska
оркан
ураган
uragan
јединство
jedinstvo
гробље
groblje
пастух
глиста
glista
циркон
cirkon
желе
варка
guzica
гузица
фарба
farba
боја
boja
фарбати
farbati
јести
jesti
тастатура
ред
мандарински
mandarinski
Ирачанин
ирачки
irački
Iračanin
Ирачанка
Iračanka
каранфил
karanfil
каранфилић
karanfilić
чешњак
češnjak
бела
чесно
чехно
čehno
česno
клише
звук
zvuk
глас
avaz
жељезо
železo
željezo
travka
риба
riba
breme
образ
деветка
devetka
јединица
jedinica
двојка
двица
dvica
dvojka
Братислава
bandera
kist
klas
дева
дјева
djeva
cura
jalan
Косово
tako
алигатор
zena
ibrik
секс
govno
срање
sranje
прљав
prljav
екскремент
ekskrement
измет
izmet
variola
platina
Kopenhagen
nemoral
oka
фигура
љубав
ljubav
Srećna_Nova_godina
Sretna_Nova_godina
бор
ideogram
opšti
општи
змај
zmaj
зуб
роман
kus
vazal
toreador
totem
runa
азот
ћумур
ćumur
ugljik
azot
dušik
берилијум
угаљ
ugalj
vodik
олово
кошуља
košulja
замислити
мислити
misliti
zamisliti
предочити
predočiti
платина
клетва
kletva
псовка
psovka
заклетва
zakletva
опсовати
opsovati
псовати
psovati
проклети
prokleti
клети
kleti
уклети
ukleti
зачарати
začarati
hodnik
ходник
кулоар
kuloar
salon
аргон
фосфор
неон
imitator
sud
мујезин
mujezin
минарет
munara
злорадост
zloradost
муња
munja
grom
сладолед
sladoled
паун
кукуруз
kukuruz
кукуруза
kukuruza
polje
империја
imperija
одговор
odgovor
решење
rešenje
rješenje
баклава
султанство
султанат
sultanat
sultanstvo
Никта
Nikta
целофан
celofan
Ника
spas
dobro
ја
одбојка
odbojka
konsonant
дивљак
divljak
варварски
varvarski
дивљачки
divljački
дивљи
divlji
пара
профит
zdravo
мермер
mermer
мрамор
mramor
кликер
kliker
тата
стакло
staklo
мадрац
madrac
vesta
rez
jamb
nedjelja
kos
чадор
čador
мрзети
mrzeti
mrziti
kosa
dlaka
длака
коса
гора
gora
гласати
glasati
glasovati
дорски
dorski
mudo
rt
панорама
рт
слап
водопад
vodopad
спас
сад
рупија
rupija
ли
груб
џихад
ђихад
džihad
đihad
ahbab
budala
будала
луђак
luđak
naivčina
наивчина
штокавски
štokavski
мекушац
mekušac
патуљак
patuljak
onde
dol
хаос
haos
Бангладеш
Bangladeš
честитати
čestitati
namaz
ђердан
đerdan
огрлица
ogrlica
грло
grlo
alat
bure
brzina
budan
алат
будан
брзина
буре
орао
orao
лав
aligator
памук
Праг
Prag
кавез
kavez
carina
лед
Ирска
Irska
политика
курва
падеж
Mehmed
муж
супруг
suprug
republika
jako
javor
obraz
kolik
apatrid
rasa
flota
турски
turski
пасуљ
pasulj
грах
grah
adrenalin
под
патос
patos
патетика
patetika
спрат
прича
priča
газа
gaza
гипс
gips
млеко
млијеко
mleko
mlijeko
mliko
раја
реп
нова
finalist
norma
Berber
судити
suditi
суд
прст
зар
јутро
Кенија
Kenija
Мека
Meka
mladež
младеж
балансирати
balansirati
historija
хвала
hvala
човек
краљ
kralj
згужвати
zgužvati
неизбрисив
neizbrisiv
набор
nabor
ispitivati
ispitati
питати
pitati
ждерати
žderati
pčela
бомба
izba
сан
сањати
sanjati
ада
бара
roba
урок
urok
rima
Ром
vod
lom
teg
kas
bura
bunda
ikra
viza
икра
лак
kora
kul
kanta
mesti
tele
kapa
četvrti
sredina
igo
seno
medved
zor
zora
mol
Nemac
pauk
lopta
mak
potok
raž
поток
сено
рај
раж
мак
Немац
медвед
мед
метеор
baran
nar
uho
jelen
сол
mera
комитет
kroner
forint
baht
stotinka
div
див
lepo
opor
urin
kupa
oba
pak
fatum
студент
интерес
šećer
Saigon
Baku
pivnica
сенф
senf
celer
nas
fala
sabrati
brati
шећер
fosfor
Abidjan
goreti
stih
стих
buka
hina
puno
danas
докторица
doktorica
resa
boj
apel
Bahrein
glava
tere
kum
glina
gripa
tur
svibanj
buk
doba
lud
obrok
usta
pora
pust
ruda
snop
čelik
beseda
lanac
magarac
minuti
kiša
dati
mati
pasti
unuk
činiti
čist
čast
минут
minut
секунда
sekunda
право
pravo
ukaz
седмица
sedmica
месец
mesec
mjesec
žut
година
godina
мјесец
buha
lep
pepeo
sesti
stati
preda
пепео
пузати
puzati
роб
бандера
sused
veseo
vesel
topao
ugao
hlad
gost
gasiti
magla
neki
olovo
hemija
хемија
igla
sito
sidro
bajka
brak
brana
briga
buna
muha
debeo
чем
domar
duga
gotov
grob
kalaj
kob
kod
kut
ким
labud
liti
lopata
losos
mek
meni
besjeda
беседа
misao
musti
nagao
zao
podao
posao
prati
rast
rupa
salo
slama
slep
sloboda
sluga
taman
vuna
zob
gluh
glup
gorak
gord
gospoda
govedo
glog
масло
metan
velik
cio
kisel
tih
stog
gladak
drugi
puto
tabla
kopati
kanu
мухарем
muharem
сафер
safer
реџеп
redžep
шабан
šaban
barut
рамазан
шевал
ševal
duhan
rano
mula
papar
sena
pusa
providan
ljubiti
voljeti
провидан
много
кисмет
krap
opica
cer
камин
grablje
оџак
odžak
kamin
sav
vlaga
против
cev
бунда
svraka
zreo
kuku
kozak
вид
rešeto
апостол
кал
Dž
lisa
peka
палма
кључ
ključ
lov
aga
armatura
pintar
слама
rječnik
pepsin
змија
zmija
срећан
srećan
срећа
sreća
gnjio
čitati
Podgorica
дед
мочвара
močvara
уста
gnoj
jer
zrno
skup
krdo
krčma
svršiti
vrh
topiti
патлиџан
patlidžan
savjet
неко
netko
mlad
grbav
grba
puška
prah
lopov
sipati
hrčak
učenik
učiti
volja
vrabac
vreme
kriti
gutati
suknja
ruho
сукња
лимунада
limunada
stup
унук
čavka
чавка
pelena
biser
čipka
lauf
dvor
nasip
gaziti
gumb
iti
južina
kad
kaša
kovati
kovčeg
košara
kotlina
krma
krumpir
kruh
kuhinja
kvas
vlas
vlast
lomiti
за
крижаљка
križaljka
vrša
zalog
tumač
mlin
mlinar
mesar
meriti
nesti
сапун
sapun
мокар
mokar
otok
palica
paliti
pastir
pečat
тетка
pogača
slanina
teći
tovariš
потом
puh
paprat
reči
smeti
svetao
šetati
tek
uveo
pitak
broj
glavni
načelnik
reći
ris
блокада
kramp
truc
kraj
salama
soha
пиле
лосос
svinja
ацетон
bitan
круто
ковати
ded
dragan
zelen
mudar
dadaist
страница
Еритреја
Eritreja
težak
ибрик
милиција
milicija
полиција
policija
granica
sardina
juha
spis
сијалица
sijalica
ober
bič
samo
dokument
vesti
esej
Grk
opština
niz
општина
političar
политичар
грана
savez
горе
ih
beton
rado
drago
muk
panj
kalem
epilog
завод
наука
рука
jaje
јаје
нада
киша
зубар
zubar
krater
откуда
škoda
melek
ми
си
около
nominativ
dativ
vuvuzela
Kaniža
пупак
pupak
zarf
ablativ
република
šara
Krim
око_за_око
_зуб_за_зуб
kolera
astma
Ватикан
brašno
dina
Himalaja
membrana
мембрана
trom
бут
arhitektura
cesar
bufalo
kurac
kal
Pearl_Harbor
kidnaper
Luksemburg
лифт
mangan
чудо
zapad
сутра
genom
учити
badava
шпинат
golfer
свиња
усисивач
usisivač
усисавати
usisavati
сисати
sisati
konstanta
velim
Сирија
Sirija
Дамаск
аваз
заман
zaman
aureola
avokado
дервиш
козак
lema
плата
animator
perut
posed
nard
Летонија
Letonija
Sparta
Dagestan
тур
сув
koren
туча
beba
templar
merhaba
jato
apartan
arbitraran
другар
самоћа
samoća
besan
мумија
mumija
болница
bolnica
acetat
debata
disciplina
doma
glosar
fragmentaran
mimar
jure
oktan
sudar
paran
lapidaran
parlamentaran
legitiman
lija
lijes
lijen
limen
plasman
panteon
лабуд
печат
militaran
mimo
miran
moderan
mutan
nadaren
raspad
raspa
regula
segment
titula
subliman
sujetan
suma
velaran
vende
дуг
krađa
крађа
лопов
цимет
cimet
kašika
кашика
pista
метак
metak
suvenir
чојство
čojstvo
так
heroina
antik
ateist
атеист
теист
челик
moda
предмет
Karlovac
Карловац
фил
trut
čelo
profiter
paradigma
dekan
propan
robotika
рат
сом
медведица
каша
demagog
čizma
чизма
kvark
ако
албатрос
тип
zeherli
горак
no
poset
parkiralište
паркиралиште
љубити
пањ
nomenklatura
номенклатура
pička
Чешка
keks
гутати
прогутати
progutati
Turčin
Турчин
Turkinja
Туркиња
форма
клин
дело
число
изба
vulkan
вулкан
albanski
албански
крв
futurist
Platon
malarija
маларија
Tuzla
иначе
рог
негде
некуда
cista
prevoditelj
čirak
чирак
слушати
slušati
послушати
poslušati
čuti
чути
tja
служба
recept
padež
такси
nisu
магарац
Тирана
boem
слобода
мимо
над
ради
пред
при
напротив
рукав
блато
mulj
муљ
afrikanski
африкански
бој
турбан
лов
loviti
ловити
плод
рано
publika
марш
дама
kvadrant
temperatura
pramen
kladivo
panteist
hlorofil
хлорофил
кутак
piton
вал
пора
пушка
сродство
склад
тон
karton
шах
simulator
bevanda
просто
жир
balega
балега
гној
skarabej
скарабеј
alkohol
слуга
autostrada
filozof
klik
шведски
читати
шпага
муха
vlak
bazen
мрак
interni
dovesti
prevesti
Vatikan
formant
aneroid
fontana
sperma
кора
burza
kršćanstvo
antimon
seka
kredo
компас
lauta
kabel
konjak
ход
jednorog
једнорог
шербет
шербе
šerbe
šerbet
бедуин
tapeta
тапета
тећи
ток
krejon
крејон
bizon
маслачак
maslačak
цврчак
cvrčak
барут
legenda
паук
apostrof
апостроф
apostrofa
апострофа
уџбеник
udžbenik
мурва
murva
твор
tvor
курац
кома
negde
nigde
нигде
nekuda
otkuda
sisavac
kolibri
ju
sonatina
телескоп
shodan
kuja
paronim
klitoris
venuti
zvati
purist
голицати
golicati
издалека
зато
таџикистански
tadžikistanski
таџички
tadžički
kirurg
milo
ликер
жуч
žuč
искрен
давно
kofein
dućan
ударник
suv
мало
zoolog
biolog
ataman
дућан
jezero
koleno
porota
bolest
kotva
drozd
horoskop
konto
abonent
agronom
avans
вампир
vampir
škrob
застор
zastor
учесник
učesnik
halif
халиф
калиф
Sardinija
nje
adut
bager
bajta
barka
