word,word type,frequency
ヒート,content,1.5059492525220886
飲みほ,content,0.22589238787831328
叩き返,content,0.22589238787831328
ひび割れ,content,0.8282720888871486
ブ男,content,0.22589238787831328
際限,content,0.9788670141393575
ノンストップ,content,0.3011898505044177
言わば,content,1.581246715148193
酒,content,70.62901994328594
walk,content,1.7318416404004018
アーパネット,content,0.15059492525220886
飼,content,15.210087450473093
トゥーア,content,0.07529746262610443
退治者,content,0.07529746262610443
ギャビー,content,2.9366010424180726
ウィティ,content,0.07529746262610443
ブローニング,content,0.37648731313052214
ハーックション,content,0.07529746262610443
pelter,content,0.07529746262610443
アルハンゲリスカヤ,content,0.22589238787831328
シャンだ,content,0.15059492525220886
っちや,content,0.07529746262610443
介,content,2.7860061171658637
屋根,content,23.643403264596788
infection,content,0.07529746262610443
幼なじみ,content,1.0541644767654619
かっと,content,0.6023797010088354
げんか,content,1.0541644767654619
ジブウェイ,content,0.07529746262610443
揺るぎ,content,0.3011898505044177
くう,content,0.3011898505044177
オラバ,content,0.07529746262610443
コルストン,content,0.07529746262610443
収め,content,5.346119846453414
fianto,content,0.45178477575662657
浮かび出,content,0.15059492525220886
刻み,content,0.6776771636349399
claire,content,0.3011898505044177
おっしゃ,content,11.369916856541767
大女,content,0.07529746262610443
スピッツァー,content,0.15059492525220886
kig,content,0.45178477575662657
デミトリー,content,0.07529746262610443
ピッチング,content,0.07529746262610443
メモドキ,content,0.07529746262610443
インタビュアー,content,0.07529746262610443
occ,content,0.3011898505044177
キーボード,content,1.8824365656526107
ポタミ,content,0.5270822383827309
arm,content,0.5270822383827309
シルバン,content,0.07529746262610443
ホッファ,content,0.22589238787831328
タピオ,content,0.37648731313052214
ツナ,content,1.6565441777742973
やれ,content,145.39940033100766
リゅう,content,0.07529746262610443
踏みとどま,content,0.22589238787831328
卡,content,0.22589238787831328
マブシュム,content,0.07529746262610443
製造,content,15.210087450473093
縁故,content,0.15059492525220886
草俵,content,0.22589238787831328
タイ,content,22.43864386257912
イサク,content,0.45178477575662657
ふーど,content,0.07529746262610443
dnc,content,0.37648731313052214
ネッサンス,content,0.07529746262610443
魚群,content,0.07529746262610443
タトゥー,content,14.45711282421205
はりつ,content,0.3011898505044177
ﾍﾙﾌﾟ,content,0.22589238787831328
许,content,0.3011898505044177
だまし取,content,0.6776771636349399
物,content,377.0143953689049
オレンジ,content,10.767537155532933
group,content,0.45178477575662657
口マネ,content,0.07529746262610443
無邪気,content,2.0330314909048197
生産,content,7.680341187862652
唄え,content,0.6023797010088354
きど,content,0.15059492525220886
生まれ付,content,0.07529746262610443
きこう,content,0.07529746262610443
南無,content,0.37648731313052214
ピクセル,content,0.45178477575662657
キニン,content,0.07529746262610443
姦淫,content,0.6023797010088354
ウイスキー,content,6.47558178584498
badmouth,content,0.15059492525220886
ナーク,content,0.07529746262610443
ウインター,content,0.07529746262610443
こしょ,content,0.07529746262610443
マレイド,content,0.07529746262610443
疑似,content,0.45178477575662657
どし,content,0.07529746262610443
禁止,content,44.35020548677551
済,content,112.3438142381478
シャフ,content,0.22589238787831328
遺贈,content,0.15059492525220886
ムアラミーン,content,0.07529746262610443
ﾌﾞﾙｰﾍﾞﾘｰｶﾐﾂﾚ,content,0.07529746262610443
エベリノ,content,0.07529746262610443
すぐきれ,content,0.15059492525220886
安二郎,content,0.07529746262610443
ティレニア,content,0.07529746262610443
ロジン,content,0.15059492525220886
明る,content,19.05025804440442
ペンザンス,content,0.37648731313052214
buckles,content,0.07529746262610443
管下,content,0.15059492525220886
トレック,content,0.07529746262610443
マンダ,content,0.07529746262610443
mxｋ,content,0.07529746262610443
踏み止ま,content,0.07529746262610443
エレクト,content,0.07529746262610443
静観,content,0.5270822383827309
長子,content,0.22589238787831328
ラジャ,content,5.722607159583936
カーレス,content,0.07529746262610443
しまいこ,content,0.07529746262610443
独蘭,content,0.07529746262610443
水切れ,content,0.07529746262610443
リナ,content,2.1836264161570282
ヘンドリクソン,content,0.07529746262610443
角だ,content,0.07529746262610443
グラーブ,content,0.07529746262610443
チャンゴ,content,0.22589238787831328
ポンっ,content,0.07529746262610443
マース,content,0.3011898505044177
onion,content,0.07529746262610443
ベジバーガー,content,0.07529746262610443
悪し,content,2.2589238787831327
海軍,content,17.619606254508437
discedas,content,0.07529746262610443
かえりみ,content,0.15059492525220886
ジョンテシュ,content,0.07529746262610443
御仁,content,0.3011898505044177
グラグラ,content,0.3011898505044177
podnapisi,content,0.22589238787831328
人々,content,134.4812682502225
積み込,content,1.957734028278715
ノチジ,content,0.15059492525220886
転げ回,content,0.37648731313052214
主張,content,29.290712961554622
attitude,content,0.15059492525220886
ヒムラン,content,0.07529746262610443
ケージ,content,4.894335070696787
上位,content,2.9366010424180726
curare,content,0.15059492525220886
ディクソン,content,4.819037608070683
垂木,content,0.07529746262610443
付近,content,10.2404549171502
チャールズマカ,content,0.07529746262610443
不振,content,1.280056864643775
ディアズ,content,1.5059492525220886
ia,content,0.15059492525220886
ゼロックス,content,0.22589238787831328
breath,content,0.15059492525220886
米良美,content,0.07529746262610443
ファニュエル,content,0.07529746262610443
駄本,content,0.07529746262610443
仇討ち,content,0.22589238787831328
isp,content,0.15059492525220886
乾,content,8.132125963619279
フク,content,0.07529746262610443
ヂ,content,0.22589238787831328
ちくちく,content,0.07529746262610443
snowman,content,0.15059492525220886
バハハハ,content,0.07529746262610443
トサカ,content,0.15059492525220886
レモン,content,6.023797010088354
肉用,content,0.3011898505044177
よれよれ,content,0.07529746262610443
断ち,content,0.15059492525220886
見飽き,content,0.07529746262610443
位相,content,0.45178477575662657
上げろ,content,18.598473268647794
給詈,content,0.07529746262610443
ローレン,content,6.701474173723294
艦齢,content,0.07529746262610443
打ち明け,content,8.207423426245382
ｓｈ,content,0.8282720888871486
各地,content,4.517847757566265
スーッ,content,0.07529746262610443
ネーミング,content,0.15059492525220886
刻み込め,content,0.07529746262610443
sentiment,content,0.07529746262610443
フィズ,content,0.37648731313052214
学術,content,0.6776771636349399
はこの,content,0.15059492525220886
ルラベル,content,0.07529746262610443
serum,content,0.07529746262610443
シク,content,0.37648731313052214
コミュニケート,content,0.22589238787831328
ススキ,content,0.15059492525220886
麦苔め,content,0.15059492525220886
赤点,content,0.07529746262610443
焼け,content,9.939265066645785
リンリン,content,0.37648731313052214
デスクワーク,content,1.430651789895984
buildings,content,0.07529746262610443
グリーフ,content,0.07529746262610443
ジェニーズ,content,0.07529746262610443
跛,content,0.07529746262610443
できな,content,0.07529746262610443
ゥス,content,0.15059492525220886
星人,content,0.07529746262610443
カ所,content,2.4095188040353417
立ちつく,content,0.3011898505044177
into,content,3.91546805655743
拐,content,1.8824365656526107
カカシ,content,1.1294619393915664
remember,content,3.23779089292249
忘我,content,0.6776771636349399
ディカルロ,content,0.3011898505044177
アルブ,content,0.22589238787831328
晩秋,content,0.15059492525220886
ヒティアス,content,0.07529746262610443
借,content,1.1294619393915664
生理,content,4.59314522019237
引か,content,0.07529746262610443
バドミントン,content,0.07529746262610443
時聞,content,0.37648731313052214
殺し屋,content,27.634168783780325
ブリッジ,content,19.20085296965663
ロスアンゼルス,content,0.6776771636349399
フォロー,content,2.334221341409237
スウィニー,content,0.5270822383827309
捜し,content,6.174391935340563
黄海,content,0.07529746262610443
genius,content,0.22589238787831328
人気,content,19.577340282787148
ジョンイル,content,0.07529746262610443
骨砕,content,0.07529746262610443
ｂｅｔｉ,content,0.07529746262610443
wba,content,0.07529746262610443
sag,content,0.07529746262610443
トルシャ,content,0.22589238787831328
未婚,content,1.957734028278715
追い込め,content,0.37648731313052214
おぱ,content,0.15059492525220886
飲み足り,content,0.22589238787831328
気位,content,0.07529746262610443
さがり,content,0.37648731313052214
find,content,9.261587903010845
盗作,content,0.6023797010088354
歳入,content,0.07529746262610443
いままだ,content,0.07529746262610443
禁制,content,0.45178477575662657
揉み合い,content,0.22589238787831328
台車,content,0.5270822383827309
ブレックファスト,content,0.3011898505044177
judy,content,0.3011898505044177
戦果,content,0.15059492525220886
分かつて,content,0.07529746262610443
気心,content,0.07529746262610443
比喩,content,2.4095188040353417
安野,content,0.9035695515132531
壷謀,content,0.15059492525220886
注,content,10.993429543411246
脅迫,content,27.86006117165864
bourbon,content,0.07529746262610443
ディーラーズ,content,0.15059492525220886
並び順,content,0.07529746262610443
シュレブ,content,0.07529746262610443
平方,content,2.9366010424180726
シルヴァー,content,0.6776771636349399
しろう,content,0.07529746262610443
建げ,content,0.07529746262610443
迎接,content,0.07529746262610443
がゆが,content,0.07529746262610443
ダメヨ,content,0.07529746262610443
liam,content,0.07529746262610443
ピッキング,content,0.07529746262610443
collections,content,0.15059492525220886
竇蘆,content,0.07529746262610443
小樋山,content,0.07529746262610443
tottoro,content,0.15059492525220886
課税,content,1.2047594020176708
ジェニング,content,0.07529746262610443
lakes,content,0.07529746262610443
楕,content,0.07529746262610443
丁ィー,content,0.15059492525220886
コション,content,0.07529746262610443
ってもら,content,0.07529746262610443
